t,phi,theta,psi
110.8428075,1.982067454,1.570796327,-3.11953264
110.9425368,1.981707707,1.570796327,-3.118796932
111.0420651,1.984354247,1.570796327,-3.119003211
111.1418765,1.983873185,1.570796327,-3.121897984
111.2415769,1.983738126,1.570796327,-3.122679016
111.341166,1.983513177,1.570796327,-3.124708617
111.4407341,1.981766189,1.056552999,-3.128959329
111.5403559,1.981352458,0.842462405,-3.130763937
111.6406598,1.982501394,0.725305307,-3.131950848
111.7396955,1.980292155,0.740898396,-3.132173741
111.8393371,1.978006581,0.635974502,-3.133428059
111.9389241,1.971061843,0.656079265,-3.133753394
112.0387275,1.967958438,0.600279606,-3.134317645
112.1382601,1.965332771,0.402970218,-3.136588045
112.2378058,1.959997486,0.354510659,-3.13715284
112.3377287,1.957224806,0.308615723,-3.137721895
112.4371607,1.952750904,0.502881991,-3.135619294
112.5369053,1.950656194,0.360179551,-3.137288405
112.6365473,1.951480832,0.313941023,-3.137828114
112.7361989,1.951342509,0.132736332,-3.139979273
112.8359559,1.95139784,0.222407192,-3.138903691
112.9354289,1.950456431,0.223025973,-3.138916051
113.035219,1.948200282,0.365860571,-3.137380045
113.1348333,1.945855262,0.369999991,-3.137448162
113.2344592,1.946161841,0.3241738,-3.137993407
113.3340588,1.945428539,0.473769421,-3.136473935
113.4339476,1.940197186,0.832544138,-3.133598888
113.5333948,1.93747667,1.570796327,-3.130743641
113.6331375,1.934163076,1.570796327,-3.128086497
113.7329185,1.928014994,1.570796327,-3.127020873
113.8323338,1.921032776,1.570796327,-3.126540503
113.9320426,1.914836513,1.570796327,-3.127397498
114.0317161,1.912231459,1.570796327,-3.125926645
114.1313486,1.919136655,1.570796327,-3.125634226
114.2310376,1.920962994,1.570796327,-3.125205322
114.3306425,1.920575063,1.570796327,-3.122969011
114.4302886,1.917199205,1.570796327,-3.124484618
114.5300682,1.912006351,1.570796327,-3.124895279
114.6295528,1.909255392,1.570796327,-3.124394642
114.7292194,1.910747154,1.570796327,-3.124324957
114.8291104,1.91528773,1.570796327,-3.123192273
114.9285438,1.914215006,1.570796327,-3.119951392
115.0282936,1.909762564,1.570796327,-3.121832356
115.1278124,1.907874411,1.570796327,-3.121598109
115.2275064,1.901297469,1.570796327,-3.123778591
115.3271735,1.897962473,1.570796327,-3.124527779
115.4266958,1.899853254,1.570796327,-3.12389514
115.5264721,1.902972999,1.570796327,-3.122635117
115.6261752,1.901732776,1.570796327,-3.123213369
115.7257392,1.903216513,1.570796327,-3.123137644
115.8253841,1.903735539,1.570796327,-3.124704676
115.9252222,1.904370456,1.570796327,-3.124867134
116.0246568,1.905434424,1.570796327,-3.124765641
116.1243677,1.902601528,1.570796327,-3.124739979
116.2240143,1.902167127,1.570796327,-3.124712467
116.3236346,1.905091294,1.570796327,-3.118044328
116.4233327,1.902111534,1.570796327,-3.118213911
116.5229707,1.900005846,1.570796327,-3.117666757
116.6226928,1.896901483,1.570796327,-3.117589035
116.722326,1.892757673,1.570796327,-3.118280829
116.8219514,1.887596825,1.570796327,-3.117910173
116.9215546,1.882988529,1.570796327,-3.119046909
117.0213673,1.881531751,1.570796327,-3.119630991
117.1208358,1.893987953,1.570796327,-3.119022315
117.2205989,1.897737711,1.570796327,-3.118874692
117.3204269,1.899617438,1.570796327,-3.118378564
117.4199526,1.897908475,1.570796327,-3.117455634
117.5195978,1.896112958,1.570796327,-3.11910441
117.6192033,1.901259586,1.570796327,-3.118927764
117.718811,1.92104444,1.570796327,-3.118668416
117.8185263,1.958323478,1.570796327,-3.113300783
117.9182017,2.029432882,1.570796327,-3.098430342
118.0178177,2.125192033,1.570796327,-3.077953819
118.1175673,2.211429525,1.570796327,-3.063556461
118.2171216,2.284332571,1.570796327,-3.06154988
118.3167632,2.343357057,1.570796327,-3.05765335
118.4165602,2.400222764,0.956004572,-3.055088207
118.516048,2.466148385,0.796312167,-3.045422241
118.6157129,2.50580591,0.768318138,-3.036821755
118.7153277,2.491208176,0.832006257,-3.038094395
118.8150332,2.476315253,0.887496658,-3.042158752
118.9147401,2.458344349,0.854879727,-3.050415175
119.0143213,2.448481322,0.924677398,-3.047414706
119.1140823,2.444602266,1.068331889,-3.041036342
119.2137077,2.445657083,1.20200852,-3.036207188
119.3132944,2.434213368,1.012036693,-3.04875089
119.413064,2.424559195,0.986815232,-3.054362983
119.512749,2.417958895,0.878938657,-3.061979622
119.6123545,2.364011518,0.998744664,-3.071053879
119.7119608,2.273028664,1.41917926,-3.084612206
119.8117604,2.159363612,1.570796327,-3.098854061
119.9112985,2.065444555,1.570796327,-3.108610159
120.0108798,2.014207302,1.570796327,-3.117066655
120.1105537,1.968215488,1.570796327,-3.120880577
120.2102215,1.939759456,1.570796327,-3.123245063
120.3098745,1.91881861,1.570796327,-3.124873364
120.4095557,1.906523752,1.570796327,-3.126524357
120.5091906,1.897333352,1.570796327,-3.126416638
120.6089106,1.887395294,1.570796327,-3.128171547
120.7084894,1.880974892,1.570796327,-3.128784427
120.8080463,1.879713531,1.570796327,-3.130014531
120.9079466,1.882228181,1.570796327,-3.128779065
121.0073969,1.886037709,1.570796327,-3.127780879
121.1071815,1.88743818,1.570796327,-3.128820328
121.2067244,1.886312464,1.570796327,-3.127352568
121.306412,1.882102288,1.570796327,-3.128246346
121.4060526,1.881337943,1.570796327,-3.129487735
121.5057158,1.881949766,1.570796327,-3.130084893
121.6053793,1.882341327,1.570796327,-3.130357161
121.7050705,1.885757893,1.570796327,-3.129346617
121.804709,1.88756317,1.570796327,-3.128355343
121.9043813,1.88506898,1.570796327,-3.130086924
122.004133,1.882273658,1.570796327,-3.130534361
122.1036916,1.880824984,1.570796327,-3.131555457
122.2033656,1.877140674,1.570796327,-3.132581525
122.3030939,1.880866272,1.570796327,-3.1307133
122.4025834,1.882228181,1.570796327,-3.128779065
122.5022249,1.881337576,1.570796327,-3.129334699
122.6018915,1.878347397,1.570796327,-3.130338845
122.7016101,1.872835668,1.570796327,-3.130353268
122.8012245,1.868697774,1.570796327,-3.129684024
122.9008656,1.868599202,1.570796327,-3.128221093
123.0005367,1.871370248,1.570796327,-3.126996543
123.1002536,1.872160212,1.570796327,-3.128400421
123.1998332,1.873370516,1.570796327,-3.128478989
123.2994928,1.87215572,1.570796327,-3.12942926
123.3992486,1.873566455,1.570796327,-3.129273443
123.4987595,1.893761389,1.570796327,-3.126332729
123.5984516,1.932764912,1.570796327,-3.123603083
123.6980662,1.983209925,1.570796327,-3.115716106
123.797761,2.015110321,1.570796327,-3.112934187
123.8974185,2.047559597,1.570796327,-3.109787165
123.9970827,2.078381877,1.570796327,-3.105727732
124.09672,2.111918002,1.570796327,-3.101123248
124.1964014,2.148265241,1.570796327,-3.09878104
124.2960138,2.246573064,1.570796327,-3.078562507
124.395721,2.41797884,0.802111104,-3.059786805
124.4954426,2.707742919,0.364309981,-3.029672411
124.5950058,-3.122037323,-0.013760166,-3.016733506
124.6947327,-2.652411616,-0.370129449,-3.043451962
124.7944443,-2.498040951,-0.552410437,-3.062118779
124.8939571,-2.418970907,-0.758544772,-3.063960014
124.9935992,-2.358994769,-0.783281829,-3.079105386
125.0932353,-2.306880616,-0.935581648,-3.083747816
125.192874,-2.255611595,-1.168776649,-3.088838514
125.2925618,-2.208474279,-1.570796327,-3.08820659
125.3921511,-2.201067084,-1.570796327,-3.088029834
125.4919078,-2.213045603,-1.570796327,-3.083804137
125.5915568,-2.218670555,-1.570796327,-3.087740262
125.6910522,-2.223043997,-1.570796327,-3.089264605
125.790663,-2.22315562,-1.34514104,-3.09495706
125.8903735,-2.218344904,-1.124209132,-3.098890576
125.9900119,-2.229058583,-0.969527186,-3.102473126
126.0897174,-2.245615458,-0.869532254,-3.104350117
126.189373,-2.22248997,-0.818307329,-3.107835314
126.2890108,-2.235058997,-0.764966514,-3.108373281
126.3887191,-2.237425139,-0.655774656,-3.111735974
126.4883411,-2.242010459,-0.558305415,-3.115241473
126.5879381,-2.239855055,-0.591529448,-3.114141188
126.6877482,-2.243851799,-0.719513389,-3.109142678
126.7872784,-2.243811448,-0.786694329,-3.106556531
126.8869629,-2.26853863,-0.753733319,-3.105151445
126.9867537,-2.273017705,-0.680531228,-3.107375616
127.0863395,-2.273303282,-0.586956186,-3.111152377
127.1859281,-2.255960064,-0.692704332,-3.1079503
127.2855535,-2.217704159,-1.570796327,-3.09514157
127.3853078,-2.317235026,-1.356764009,-3.078149062
127.4849868,-2.551195971,-0.670477947,-3.051243105
127.5846117,-2.760916233,-0.42075179,-3.021423185
127.6842892,-3.119268026,-0.024142227,-3.000533207
127.7839022,2.809924738,0.423133244,-3.006826309
127.8835478,2.606467044,0.736327699,-3.031356626
127.9831278,2.45958256,1.174835115,-3.051087713
128.0829425,2.347834528,1.570796327,-3.076049721
128.1825228,2.266253525,1.570796327,-3.086480392
128.2829607,2.211014646,1.570796327,-3.087296639
128.3819768,2.177380045,1.570796327,-3.088971979
128.481483,2.156797989,1.570796327,-3.092519011
128.5811179,2.141207844,1.570796327,-3.095261162
128.6809993,2.126858983,1.570796327,-3.099505284
128.7803893,2.114871504,1.570796327,-3.104694595
128.8801401,2.112489769,1.570796327,-3.109688985
128.9797397,2.112756684,1.570796327,-3.11124979
129.079514,2.110995994,1.570796327,-3.11216827
129.1790965,2.117858152,1.570796327,-3.114230898
129.2787344,2.114321856,1.570796327,-3.114832949
129.3784344,2.10632905,1.339281837,-3.118379422
129.4781797,2.103683228,1.253122784,-3.119551617
129.5777707,2.104747917,1.075014233,-3.121164212
129.6773825,2.10229402,0.878938652,-3.123533184
129.7771778,2.102785198,0.889410657,-3.123703519
129.8766952,2.098963689,1.187223659,-3.120761422
129.9764459,2.093952881,0.915115471,-3.124222483
130.0761642,2.084116777,0.668323131,-3.128438147
130.1756961,2.073711867,0.378298902,-3.134028711
130.2753823,2.067525101,0.420553452,-3.133361136
130.3749723,2.066816569,0.38219842,-3.134155329
130.4745951,2.06586791,0.555319722,-3.131306978
130.5743845,2.059007777,0.434413919,-3.133702838
130.6739841,2.057258416,0.441010446,-3.133842167
130.7736716,2.052570277,0.278164477,-3.136741247
130.8733869,2.044089782,0.199570906,-3.138196649
130.9729881,2.038750113,0.244304573,-3.137615742
131.0726633,2.038481109,0.330930102,-3.136337559
131.1724391,2.030504043,0.422868516,-3.135154573
131.2718766,2.031511116,0.517404643,-3.133899502
131.3716006,2.027886241,0.520740881,-3.133979905
131.4713609,2.021928489,0.574828039,-3.133480139
131.570987,2.015665101,0.627598533,-3.132944914
131.6705792,2.010127768,0.865612711,-3.130657522
131.7701049,2.005517129,1.222650731,-3.128458615
131.8699026,2.001380221,1.459733876,-3.128108198
131.9695625,1.998601656,1.570796327,-3.127751699
132.0692058,2.025578114,1.570796327,-3.121813953
132.1688428,2.043460541,1.570796327,-3.116178846
132.268517,2.041597517,1.570796327,-3.116926209
132.3681371,2.036701608,1.570796327,-3.115562437
132.4677765,2.029140888,1.570796327,-3.11864275
132.5675471,2.018470489,1.570796327,-3.119611678
132.6671159,2.011235142,1.570796327,-3.121441024
132.7667186,2.010683672,1.570796327,-3.118511933
132.8665502,2.008177522,1.570796327,-3.118101594
132.9660516,2.00376487,1.570796327,-3.116910539
133.0658162,1.996629037,1.570796327,-3.118373925
133.1653607,1.987097292,1.570796327,-3.119958189
133.2650454,1.984196486,1.570796327,-3.121494706
133.3647478,1.980839349,1.570796327,-3.122124548
133.464313,1.980393406,1.570796327,-3.122163879
133.5639589,1.980151477,1.570796327,-3.12079133
133.6637082,1.979742971,1.570796327,-3.120590449
133.7633235,1.97601667,1.570796327,-3.121775001
133.8629532,1.97059076,1.570796327,-3.122574911
133.9627471,1.968481215,1.570796327,-3.121882987
134.0623085,1.966768146,1.570796327,-3.121536878
134.161983,1.964803153,1.570796327,-3.121148371
134.2617421,1.962442864,1.570796327,-3.121519813
134.3612139,1.960423783,1.570796327,-3.122846368
134.4610405,1.955708935,1.570796327,-3.124340442
134.5607843,1.949877875,1.570796327,-3.127061395
134.6602728,1.946998499,1.570796327,-3.127959143
134.760005,1.948037675,1.570796327,-3.128652983
134.8598263,1.949005211,1.570796327,-3.128153031
134.9592187,1.952331511,1.570796327,-3.128476949
135.0589383,1.961771252,1.570796327,-3.12787164
135.1586065,1.96702191,1.570796327,-3.129631319
135.258322,1.965810948,1.570796327,-3.131053049
135.3580563,1.962272781,1.570796327,-3.132119638
135.4575844,1.963551167,1.570796327,-3.130392328
135.5571914,1.963260017,1.570796327,-3.129570532
135.6569819,1.962453311,1.570796327,-3.130012047
135.7565033,1.959939314,1.570796327,-3.131489017
135.8561532,1.956571144,1.570796327,-3.133305362
135.9559739,1.954213215,1.2728429,-3.133799632
136.0556176,1.949022575,1.291939617,-3.133912889
136.1552327,1.932673059,1.570796327,-3.131813342
136.2550216,1.90580056,1.570796327,-3.134250914
136.3545108,1.873279021,1.570796327,-3.134572815
136.4541638,1.84495687,1.570796327,-3.134788854
136.5538049,1.819368824,1.570796327,-3.13583062
136.6535571,1.797860478,1.570796327,-3.136251718
136.7531438,1.778213441,1.570796327,-3.136421991
136.852807,1.760869223,1.570796327,-3.137168633
136.9524674,1.745832224,1.570796327,-3.137514228
137.0522857,1.734626799,1.570796327,-3.13786005
137.1518295,1.722203713,1.570796327,-3.13822059
137.2515321,1.711436584,1.570796327,-3.138466296
137.3512201,1.701699066,1.570796327,-3.138551001
137.4507928,1.692021753,1.570796327,-3.138911354
137.5504668,1.684919262,1.570796327,-3.139013609
137.6502507,1.685458641,1.570796327,-3.13903608
137.7496688,1.6800984,1.570796327,-3.139105854
137.8493831,1.67505604,1.570796327,-3.139301748
137.9492507,1.670598176,1.570796327,-3.139381268
138.0487223,1.665194789,1.570796327,-3.139626383
138.1484344,1.661589235,1.570796327,-3.139759319
138.2480891,1.658080729,1.570796327,-3.139857213
138.3477917,1.654969744,1.570796327,-3.139941491
138.447412,1.652970002,1.570796327,-3.139979424
138.5470247,1.650807418,1.570796327,-3.139994249
138.6466932,1.646964851,1.570796327,-3.140140146
138.7464163,1.643704493,1.570796327,-3.140264625
138.8459561,1.640896406,1.570796327,-3.140370598
138.9456532,1.638311657,1.570796327,-3.140426257
139.0454564,1.636447809,1.570796327,-3.140452549
139.1449664,1.634383019,1.570796327,-3.14050695
139.2447028,1.632711853,1.570796327,-3.140553006
139.344465,1.630516517,1.570796327,-3.14062667
139.4439526,1.628714448,1.570796327,-3.14068959
139.5436003,1.627076232,1.570796327,-3.140732636
139.6432834,1.625712789,1.570796327,-3.140768812
139.7428863,1.623916902,1.570796327,-3.140825848
139.8426118,1.622457009,1.570796327,-3.140859345
139.9422503,1.621396667,1.570796327,-3.140920581
140.0419164,1.620324418,1.570796327,-3.140978758
140.1416318,1.619635226,1.570796327,-3.141037306
140.241225,1.619006323,1.570796327,-3.141076335
140.340925,1.620250391,1.570796327,-3.140935643
140.4406381,1.620827394,1.570796327,-3.140924731
140.5401399,1.618767443,1.570796327,-3.141009278
140.6397948,1.6198011,1.570796327,-3.141012079
140.7396879,1.619503183,1.570796327,-3.141030539
140.8391595,1.618956447,1.570796327,-3.141037479
140.9387643,1.618300837,1.570796327,-3.141065175
141.0386813,1.617957587,1.570796327,-3.141060189
141.1380856,1.617635796,1.570796327,-3.141081014
141.2378492,1.617056039,1.570796327,-3.141093341
141.3374109,1.61596552,1.570796327,-3.141115075
141.4371037,1.615583085,1.570796327,-3.141135121
141.5368013,1.614763498,1.570796327,-3.141142749
141.6364386,1.614220205,1.570796327,-3.14113391
141.7360933,1.613888376,1.570796327,-3.141143595
141.8358343,1.613274106,1.570796327,-3.141152408
141.9353886,1.612471806,1.570796327,-3.141171336
142.0350895,1.611271943,1.570796327,-3.141258303
142.1348715,1.61043881,1.570796327,-3.141256328
142.2344744,1.610235075,1.570796327,-3.141239474
142.3341343,1.609725592,1.570796327,-3.141248226
142.4338775,1.609182142,1.570796327,-3.141263775
142.5334229,1.608800993,1.570796327,-3.14127081
142.6330576,1.608519434,1.570796327,-3.141270147
142.7326853,1.607896634,1.570796327,-3.141272251
142.8324091,1.607106149,1.570796327,-3.141284922
142.9320741,1.606496112,1.570796327,-3.141290035
143.0317342,1.606052729,1.570796327,-3.141302348
143.1313975,1.60573266,1.570796327,-3.14130502
143.2311115,1.605427347,1.570796327,-3.141307565
143.3306599,1.605184794,1.570796327,-3.141294514
143.430372,1.604560987,1.570796327,-3.141302436
143.5300679,1.604417133,1.570796327,-3.141301709
143.6296566,1.603724072,1.570796327,-3.141321333
143.7293203,1.603440794,1.570796327,-3.14132795
143.8290644,1.602964856,1.570796327,-3.141338119
143.9286079,1.602327597,1.570796327,-3.141342671
144.0282409,1.601640061,1.570796327,-3.141351667
144.1278706,1.601182397,1.570796327,-3.141351016
144.2276018,1.600731353,1.570796327,-3.141361874
144.3272574,1.600270271,1.570796327,-3.141370479
144.4268527,1.599866291,1.570796327,-3.141375016
144.5265169,1.599277496,1.570796327,-3.141403346
144.6262512,1.598707695,1.570796327,-3.141418055
144.7258394,1.598134544,1.570796327,-3.141430354
144.8254914,1.597779279,1.570796327,-3.14143909
144.9252114,1.59711752,1.570796327,-3.141453104
145.0248482,1.596756925,1.570796327,-3.141465214
145.1244395,1.596435783,1.570796327,-3.14147526
145.2242932,1.593835612,1.570796327,-3.141534894
145.3237319,1.594482544,1.570796327,-3.141528725
145.4234912,1.597171674,1.570796327,-3.141505604
145.523066,1.596774136,1.570796327,-3.141519144
145.6228487,1.596664783,1.570796327,-3.141530045
145.7232997,1.596460634,1.570796327,-3.14153924
145.8220994,1.596393877,1.570796327,-3.141485964
145.9218042,1.595958973,1.570796327,-3.141515599
146.0214732,1.596086823,1.570796327,-3.141501056
146.1210921,1.596154361,1.570796327,-3.141504737
146.2208412,1.59641337,1.570796327,-3.141498243
146.2877064,1.596832044,1.570796327,-3.141456602
146.3874512,1.596246527,1.570796327,-3.141498477
146.4869587,1.595869481,1.570796327,-3.141543864
146.5866466,1.595611507,-1.570796327,3.141582921
146.6864829,1.595672843,-1.570796327,3.14156671
146.8187215,1.595535286,-1.570796327,3.141570054
146.9184904,1.59595256,1.570796327,-3.141573141
147.018003,1.592710783,1.570796327,-3.141561366
147.1176863,1.593645577,1.570796327,-3.141476144
147.2175715,1.594316763,1.570796327,-3.14143407
147.3170307,1.594320363,1.570796327,-3.141415888
147.4167337,1.593936606,1.570796327,-3.141417626
147.5163295,1.593687843,1.570796327,-3.141420128
147.6160445,1.593395735,1.570796327,-3.141424682
147.7157133,1.593047231,1.570796327,-3.14143144
147.8153117,1.592862763,1.570796327,-3.141435884
147.9149404,1.592626055,1.570796327,-3.141440647
148.0146904,1.592318713,1.570796327,-3.141444784
148.1143398,1.590836445,1.570796327,-3.141511472
148.2140522,1.591162322,1.570796327,-3.141509445
148.3137236,1.59084446,1.570796327,-3.141512766
148.413271,1.59078596,1.570796327,-3.141513753
148.5129726,1.59032962,1.570796327,-3.141533545
148.6127644,1.589943058,1.570796327,-3.141542328
148.7122629,1.589682419,1.570796327,-3.141547156
148.8119597,1.589495931,1.570796327,-3.141548292
148.9117668,1.589575802,1.570796327,-3.141547913
149.0113025,1.589781724,1.570796327,-3.141551113
149.1109979,1.589825245,1.570796327,-3.141550922
149.2105665,1.589803234,1.570796327,-3.141550845
149.3102536,1.589637208,1.570796327,-3.141538699
149.4099319,1.589777151,1.570796327,-3.141539536
149.5095787,1.589781555,1.570796327,-3.141540702
149.6093435,1.589891224,1.570796327,-3.141536734
149.7089677,1.590058173,1.570796327,-3.141538848
149.8085485,1.590035082,1.570796327,-3.141541392
149.9081712,1.590082538,1.570796327,-3.141543787
150.0079651,1.590142014,1.570796327,-3.141544915
150.1075418,1.590145451,1.570796327,-3.141544898
150.2072425,1.59010473,1.570796327,-3.141544904
150.3070312,1.589615364,1.570796327,-3.14155061
150.4065709,1.58940057,1.570796327,-3.141548224
150.5063341,1.589337417,1.570796327,-3.141553205
150.6060438,1.589289621,1.570796327,-3.14155693
150.7055197,1.589415355,1.570796327,-3.141554113
150.8052714,1.589538052,1.570796327,-3.141550036
150.9050729,1.58988255,1.570796327,-3.141549408
151.0045555,1.589791007,1.570796327,-3.141553416
151.104249,1.589753751,1.570796327,-3.141559924
151.2040775,1.589741393,1.570796327,-3.141563817
151.3036084,1.589832022,1.570796327,-3.141562374
151.4033227,1.590119233,1.570796327,-3.141561989
151.5031166,1.590396304,1.570796327,-3.141541767
151.6025946,1.590491172,1.570796327,-3.141544257
151.702261,1.590509261,1.570796327,-3.141546943
151.8018653,1.590246499,1.570796327,-3.141544861
151.9015949,1.590197818,1.570796327,-3.14154112
152.0012391,1.590172385,1.570796327,-3.141536066
152.1008627,1.590343094,1.570796327,-3.141525498
152.2005787,1.590359978,1.570796327,-3.141526856
152.300292,1.589208087,1.570796327,-3.141536043
152.399915,1.589293751,1.570796327,-3.141533443
152.4995725,1.58926793,1.570796327,-3.141529904
152.5993159,1.589247525,1.570796327,-3.141531181
152.6988573,1.58947849,1.570796327,-3.141523333
152.7985921,1.589467025,1.570796327,-3.14152823
152.8983088,1.589565403,1.570796327,-3.141530411
152.9977951,1.589629922,1.570796327,-3.14153025
153.0975842,1.589532781,1.570796327,-3.141532952
153.1971233,1.589559051,1.570796327,-3.141531615
153.2968562,1.58927266,1.570796327,-3.141533578
153.3965604,1.589250315,1.570796327,-3.141538613
153.4963908,1.589126589,1.570796327,-3.141537698
153.5958381,1.588965718,1.570796327,-3.141540479
153.6955349,1.588885047,1.570796327,-3.141541862
153.7951488,1.589026333,1.570796327,-3.141541531
153.8948357,1.58915764,1.570796327,-3.141541255
153.99454,1.589068755,1.570796327,-3.141542694
154.0941985,1.589099395,1.570796327,-3.141545107
154.1938612,1.589149452,1.570796327,-3.141546248
154.2935476,1.589102665,1.570796327,-3.14155126
154.3931887,1.589246257,1.570796327,-3.141550984
154.4927902,1.589230991,1.570796327,-3.141562248
154.5925901,1.589264073,1.570796327,-3.141557189
154.6921391,1.589156782,1.570796327,-3.141562356
154.7919016,1.588811155,1.570796327,-3.141564027
154.8915944,1.588774626,1.570796327,-3.141569025
154.9911451,1.588515759,1.570796327,-3.14156805
155.0907149,1.588539341,1.570796327,-3.141564356
155.1906245,1.588740653,1.570796327,-3.141554333
155.2901568,1.588694003,1.570796327,-3.141550806
155.3897824,1.588947664,1.570796327,-3.14154921
155.4896662,1.588835412,1.570796327,-3.141551908
155.5890586,1.588828643,1.570796327,-3.141550758
155.6888525,1.588921498,1.570796327,-3.141546985
155.7883394,1.589014892,1.570796327,-3.141543211
155.8880939,1.589282281,1.570796327,-3.141541467
155.9877782,1.589397634,1.570796327,-3.141541275
156.0874162,1.589279342,1.570796327,-3.141545231
156.1869771,1.58912158,1.570796327,-3.141546799
156.2868221,1.588682563,1.570796327,-3.14154527
156.3863077,1.588820546,1.570796327,-3.14153904
156.486084,1.588698388,1.570796327,-3.141538164
156.5856104,1.588675615,1.570796327,-3.141539419
156.6852782,1.588657441,1.570796327,-3.141540648
156.7849455,1.588657441,1.570796327,-3.141540648
156.8846128,1.588740095,1.570796327,-3.141539277
156.9842565,1.588578175,1.570796327,-3.141541993
157.0840299,1.58868035,1.570796327,-3.141538274
157.2832851,1.588646017,1.570796327,-3.141546605
157.3829749,1.588820986,1.570796327,-3.14154865
157.4825418,1.588792657,1.570796327,-3.141545119
157.5822771,1.588779507,1.570796327,-3.141546338
157.6820226,1.588714291,1.570796327,-3.141545318
157.7815628,1.588417256,1.570796327,-3.141547151
157.8812091,1.588408919,1.570796327,-3.141547194
157.9810536,1.588127276,1.570796327,-3.141548913
158.0804896,1.588019931,1.570796327,-3.141546821
158.1801541,1.588047069,1.570796327,-3.141544476
158.2798109,1.587765558,1.570796327,-3.141546205
158.3795104,1.58789795,1.570796327,-3.141544848
158.4791255,1.587740507,1.570796327,-3.141546342
158.5787303,1.587757574,1.570796327,-3.141549732
158.6784823,1.587835895,1.570796327,-3.14154845
158.7781715,1.587680458,1.570796327,-3.141551003
158.8778589,1.58813283,1.570796327,-3.141545556
158.977464,1.588217822,1.570796327,-3.141543113
159.0769646,1.588182111,1.570796327,-3.141545511
159.1766901,1.588031881,1.570796327,-3.141546977
159.2762578,1.58772959,1.570796327,-3.141549873
159.3759401,1.587687923,1.570796327,-3.141553361
159.475667,1.58756592,1.570796327,-3.141552448
159.5753133,1.587735776,1.570796327,-3.141543155
159.6749852,1.587765794,1.570796327,-3.141545354
159.7747087,1.587800329,1.570796327,-3.141547548
159.8743191,1.587757698,1.570796327,-3.141551032
159.9739139,1.587600019,1.570796327,-3.141553575
160.0735826,1.587600019,1.570796327,-3.141553575
160.1733677,1.587779769,1.570796327,-3.141548741
160.2730036,1.587717257,1.570796327,-3.141554519
160.3726268,1.587915951,1.570796327,-3.141554186
160.4723566,1.587684652,1.570796327,-3.141579861
160.5718968,1.587503991,1.570796327,-3.141578794
160.6716089,1.587242569,1.570796327,-3.14158008
160.7711682,1.587123079,1.570796327,-3.141576743
160.8709667,1.587117723,1.570796327,-3.141575629
160.970578,1.58698274,1.570796327,-3.141575731
161.0702167,1.586836555,1.570796327,-3.141576965
161.1699171,1.58684844,1.570796327,-3.141574722
161.2695427,1.586920782,1.570796327,-3.141556901
161.3691902,1.58693352,1.570796327,-3.14155472
161.4689119,1.586972704,1.570796327,-3.141555795
161.5685544,1.58715483,1.570796327,-3.141555545
161.6682298,1.5872709,1.570796327,-3.141555401
161.7679107,1.587234206,1.570796327,-3.141558799
161.867672,1.587482367,1.570796327,-3.141552847
161.9672441,1.587553838,1.570796327,-3.141551625
162.0669603,1.587643318,1.570796327,-3.141548161
162.1666391,1.587401193,1.570796327,-3.141550901
162.2662311,1.587189568,1.570796327,-3.141551338
162.3659317,1.5871251,1.570796327,-3.141546052
162.4656312,1.587013781,1.570796327,-3.141545197
162.5652051,1.586960963,1.570796327,-3.141544255
162.6648118,1.587055442,1.570796327,-3.141541928
162.7646759,1.587311464,1.570796327,-3.14154136
162.8642352,1.587223105,1.570796327,-3.141542663
162.963798,1.587101283,1.570796327,-3.141546188
163.0637133,1.587167773,1.570796327,-3.141546045
163.1632032,1.587235173,1.570796327,-3.141545897
163.2629464,1.587356093,1.570796327,-3.141546715
163.3625462,1.587652127,1.570796327,-3.141542836
163.4622142,1.587781639,1.570796327,-3.141533813
163.5618749,1.587437424,1.570796327,-3.141538797
163.6614661,1.586879427,1.570796327,-3.141542985
163.7612374,1.586471759,1.570796327,-3.14154665
163.8609157,1.5862215,1.570796327,-3.141544597
163.9605165,1.586369165,1.570796327,-3.141536512
164.0602381,1.586478277,1.570796327,-3.141541253
164.1599429,1.586628014,1.570796327,-3.14154288
164.2594695,1.586731127,1.570796327,-3.141553597
164.3592548,1.586778645,1.570796327,-3.141553364
164.4589055,1.586901722,1.570796327,-3.14155188
164.5583727,1.587119949,1.570796327,-3.141546819
164.6580782,1.587374771,1.570796327,-3.141548601
164.7576916,1.58746485,1.570796327,-3.141553103
164.8573678,1.587656436,1.570796327,-3.14155513
164.9570251,1.587674509,1.570796327,-3.141553891
165.0567188,1.587611486,1.570796327,-3.141553978
165.1563771,1.587519576,1.570796327,-3.141549428
165.2560623,1.587513875,1.570796327,-3.141555371
165.3556285,1.587385181,1.570796327,-3.141560337
165.455301,1.587292851,1.570796327,-3.141562832
165.5550518,1.587302581,1.570796327,-3.141561639
165.6546834,1.587378093,1.570796327,-3.141560365
165.7543936,1.587518986,1.570796327,-3.141559002
165.8540986,1.587737661,1.570796327,-3.141556321
165.9536762,1.587616474,1.570796327,-3.141561296
166.0533369,1.587667743,1.570796327,-3.141562443
166.1531386,1.587820735,1.570796327,-3.14155985
166.25266,1.587670075,1.570796327,-3.141561261
166.3523486,1.588116145,1.570796327,-3.141555824
166.4519737,1.58816212,1.570796327,-3.141556996
